step,samples_seen,step_over_d,step_over_d2,phase,phase_step,last_task,train_W,train_w,include_lora,n_S_seen,n_Sprime_seen,n_S_over_d2,n_Sprime_over_d,train_loss_last,train_loss_mean_since_log,train_loss_S_mean_since_log,train_loss_Sprime_mean_since_log,lr_W,lr_w,elapsed_sec,Q0,Q,M,rho_W,eps_W,q0,q,m,rho_w,eps_w,C_W_from_wstar,C_w_from_Wstar,C_W_w,Delta_eff,E_S,E_Sprime,E_S_W_only,grad_W_S_norm,grad_W_Sprime_norm,grad_w_S_norm,grad_w_Sprime_norm,Gamma_W,Gamma_w,F_S
21000,21000,105.0,0.525,train_W,20600,Sprime,True,False,True,10563,10437,0.264075,52.185,0.6024670004844666,1.9168352003991604,1.8276857327608789,2.0018057867418975,0.001,0.001,90.9148021992296,1.994584321975708,1.9861972332000732,1.0112017393112183,0.5080429406479285,1.9583780765533447,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0005589932552538812,-0.006802216172218323,-0.00010594291234156117,1.9583780765533447,1.7410838603973389,2.0362460613250732,1.3189723491668701,1.0257272720336914,1.2445889711380005,1.1925612688064575,0.7214328646659851,0.0012798542156815529,0.12015415728092194,0.0
21500,21500,107.5,0.5375,train_W,21100,S,True,False,True,10788,10712,0.2697,53.56,1.972459316253662,1.957753167808056,1.7817860333124798,2.101726277849891,0.001,0.001,93.05723391473293,1.994584321975708,1.9860155582427979,1.0112247467041016,0.5080777370541144,1.9581503868103027,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0005771596916019917,-0.006802216172218323,-0.00013445930380839854,1.9581503868103027,1.7409772872924805,2.036137819290161,1.318853497505188,1.0259040594100952,1.2444655895233154,1.1927447319030762,0.7211346626281738,0.0012819533003494143,0.12017443776130676,0.0
22000,22000,110.0,0.55,train_W,21600,Sprime,True,False,True,11053,10947,0.276325,54.735,2.5970888137817383,1.7861300476789475,1.6894085086741537,1.8951990171949915,0.001,0.001,95.19217643141747,1.994584321975708,1.9858325719833374,1.0112440586090088,0.5081108486279627,1.9579287767410278,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0005918522947467864,-0.006802216172218323,-0.00015999365132302046,1.9579287767410278,1.740885615348816,2.036038637161255,1.3187370300292969,1.0259342193603516,1.244396448135376,1.1926614046096802,0.7211416363716125,0.0012833679793402553,0.1201455146074295,0.0
22500,22500,112.5,0.5625,train_W,22100,S,True,False,True,11306,11194,0.28265,55.97,1.7109084129333496,1.8960654694736003,1.8004853642387353,1.9939673586412963,0.001,0.001,97.32125480659306,1.994584321975708,1.9856538772583008,1.0112650394439697,0.508144253823426,1.9577081203460693,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0006011207005940378,-0.006802216172218323,-0.00018658561748452485,1.9577081203460693,1.740785837173462,2.03593373298645,1.3186200857162476,1.0258684158325195,1.2442517280578613,1.1925026178359985,0.7214343547821045,0.0012819921830669045,0.12007930874824524,0.0
23000,23000,115.0,0.575,train_W,22600,Sprime,True,False,True,11548,11452,0.2887,57.26,3.956587553024292,1.9346762713193892,1.7035445902219488,2.1514742047518722,0.001,0.001,99.4610739108175,1.994584321975708,1.985459327697754,1.0112839937210083,0.5081786737077281,1.9574756622314453,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0006154802395030856,-0.006802216172218323,-0.00021309642761480063,1.9574756622314453,1.7406871318817139,2.035825252532959,1.3185007572174072,1.0259472131729126,1.2441155910491943,1.1927589178085327,0.7218191623687744,0.0012819698313251138,0.11998312175273895,0.0
23500,23500,117.5,0.5875,train_W,23100,S,True,False,True,11808,11692,0.2952,58.46,1.954394817352295,1.8165664909780026,1.6542862533376768,1.9923700817550223,0.001,0.001,101.59702113457024,1.994584321975708,1.9852877855300903,1.0113106966018677,0.5082140472556934,1.957250714302063,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0006370767951011658,-0.006802216172218323,-0.00024026822939049453,1.957250714302063,1.7405873537063599,2.0357167720794678,1.3183802366256714,1.0259677171707153,1.2442620992660522,1.1928800344467163,0.7222543954849243,0.0012828523758798838,0.11993643641471863,0.0
24000,24000,120.0,0.6,train_W,23600,Sprime,True,False,True,12058,11942,0.30145,59.71,1.5340735912322998,1.8801219554543496,1.8012417320013046,1.9590021789073944,0.001,0.001,103.72688117064536,1.994584321975708,1.985107421875,1.0113348960876465,0.5082492960071826,1.957021951675415,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000650734466034919,-0.006802216172218323,-0.00026615551905706525,1.957021951675415,1.7404906749725342,2.035614013671875,1.3182697296142578,1.0261025428771973,1.2441520690917969,1.192773461341858,0.7220173478126526,0.0012849998893216252,0.11997079104185104,0.0
24500,24500,122.5,0.6125,train_W,24100,Sprime,True,False,True,12298,12202,0.30745,61.01,1.8352733850479126,1.9592668684124948,1.8419305349389712,2.0675773300803626,0.001,0.001,105.875493504107,1.994584321975708,1.9849319458007812,1.0113556385040283,0.508282185787831,1.9568049907684326,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0006705013802275062,-0.006802216172218323,-0.00029415759490802884,1.9568049907684326,1.7403955459594727,2.0355069637298584,1.3181581497192383,1.026122808456421,1.2439669370651245,1.1927322149276733,0.7218538522720337,0.0012866081669926643,0.11997561156749725,0.0
25000,25000,125.0,0.625,train_W,24600,Sprime,True,False,True,12549,12451,0.313725,62.255,4.055509567260742,1.8994187408685683,1.8195967826235342,1.9798818393404705,0.001,0.001,108.01477616652846,1.994584321975708,1.9847571849822998,1.0113794803619385,0.5083165456482371,1.9565825462341309,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0006870184442959726,-0.006802216172218323,-0.00032153367646969855,1.9565825462341309,1.7402935028076172,2.0353965759277344,1.318045735359192,1.0261307954788208,1.2439290285110474,1.192732572555542,0.7221948504447937,0.0012854118831455708,0.11992744356393814,0.0
25500,25500,127.5,0.6375,train_W,25100,S,True,False,True,12794,12706,0.31985,63.53,1.951465368270874,1.919524414151907,1.8028514028811942,2.0316220132159253,0.001,0.001,110.12933280318975,1.994584321975708,1.9845761060714722,1.0114034414291382,0.5083517786283065,1.9563535451889038,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000700758770108223,-0.006802216172218323,-0.0003501693718135357,1.9563535451889038,1.7401918172836304,2.035283327102661,1.3179279565811157,1.0263057947158813,1.243749976158142,1.1928879022598267,0.7221851944923401,0.0012859986163675785,0.11992362141609192,0.0
26000,26000,130.0,0.65,train_W,25600,S,True,False,True,13033,12967,0.325825,64.835,1.7706875801086426,1.8716431384384633,1.7316415603564872,1.9998438172185102,0.001,0.001,112.44525275193155,1.994584321975708,1.9844069480895996,1.0114259719848633,0.5083847698277121,1.956139326095581,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0007172725163400173,-0.006802216172218323,-0.0003780050319619477,1.956139326095581,1.7400952577590942,2.0351686477661133,1.3178112506866455,1.0264549255371094,1.2437527179718018,1.1932140588760376,0.7224211692810059,0.0012865003664046526,0.11990165710449219,0.0
26500,26500,132.5,0.6625,train_W,26100,S,True,False,True,13281,13219,0.332025,66.095,2.3482301235198975,1.8698697539269924,1.708548096879836,2.028630749751178,0.001,0.001,114.80036688782275,1.994584321975708,1.9842281341552734,1.011446237564087,0.5084178633087801,1.9559199810028076,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0007369954255409539,-0.006802216172218323,-0.00040239334339275956,1.9559199810028076,1.7400037050247192,2.0350654125213623,1.3177028894424438,1.0265148878097534,1.2436513900756836,1.193389654159546,0.7226224541664124,0.001287416904233396,0.11987008154392242,0.0
27000,27000,135.0,0.675,train_W,26600,S,True,False,True,13527,13473,0.338175,67.365,1.5226894617080688,1.9147472922801971,1.82919062031963,1.9976092659112976,0.001,0.001,116.98795321583748,1.994584321975708,1.9840413331985474,1.0114688873291016,0.5084531827234214,1.9556878805160522,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0007543429965153337,-0.006802216172218323,-0.00042944791493937373,1.9556878805160522,1.7399017810821533,2.0349552631378174,1.3175876140594482,1.026497483253479,1.2436654567718506,1.1935031414031982,0.7227170467376709,0.0012855706736445427,0.1198585033416748,0.0
27500,27500,137.5,0.6875,train_W,27100,S,True,False,True,13793,13707,0.344825,68.535,2.5730268955230713,1.960314458310604,1.8571401423305498,2.077598082458871,0.001,0.001,119.17246029525995,1.994584321975708,1.9838675260543823,1.0114954710006714,0.5084888189683755,1.9554609060287476,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0007682230207137764,-0.006802216172218323,-0.0004586402792483568,1.9554609060287476,1.7397971153259277,2.034848213195801,1.3174716234207153,1.026618480682373,1.2437686920166016,1.1935404539108276,0.722730815410614,0.0012858255067840219,0.11985749751329422,0.0
28000,28000,140.0,0.7,train_W,27600,S,True,False,True,14064,13936,0.3516,69.68,1.014588713645935,1.8482054413855076,1.749468351367215,1.96505151734602,0.001,0.001,121.3634321950376,1.994584321975708,1.9836933612823486,1.0115212202072144,0.5085240856384425,1.955235242843628,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0007832947885617614,-0.006802216172218323,-0.000489105237647891,1.955235242843628,1.739695429801941,2.0347366333007812,1.3173553943634033,1.0267837047576904,1.2436788082122803,1.19388747215271,0.7223285436630249,0.0012888067867606878,0.11992214620113373,0.0
28500,28500,142.5,0.7125,train_W,28100,Sprime,True,False,True,14319,14181,0.357975,70.905,1.136605143547058,1.8507236810624599,1.7348397635946087,1.9713375543453255,0.001,0.001,123.55783005058765,1.994584321975708,1.9835116863250732,1.0115406513214111,0.5085571427125246,1.955014705657959,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0007992977043613791,-0.006802216172218323,-0.0005158279091119766,1.955014705657959,1.7396047115325928,2.0346245765686035,1.3172513246536255,1.0267289876937866,1.2437753677368164,1.193644642829895,0.7223638296127319,0.001289281528443098,0.11993134021759033,0.0
29000,29000,145.0,0.725,train_W,28600,S,True,False,True,14565,14435,0.364125,72.175,1.6129308938980103,1.8461805896759034,1.6911592895422525,1.9963193291754235,0.001,0.001,125.75533435121179,1.994584321975708,1.983323335647583,1.0115604400634766,0.5085912396267747,1.954786777496338,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0008114731754176319,-0.006802216172218323,-0.0005428550648503006,1.954786777496338,1.7395087480545044,2.0345194339752197,1.3171378374099731,1.0268503427505493,1.243571400642395,1.1936873197555542,0.7226139903068542,0.0012893025996163487,0.11988703161478043,0.0
29500,29500,147.5,0.7375,train_W,29100,Sprime,True,False,True,14817,14683,0.370425,73.415,4.06704044342041,1.8839735260605812,1.7677767083994926,2.00204448594201,0.001,0.001,127.95295433141291,1.994584321975708,1.9831531047821045,1.0115854740142822,0.5086256545923683,1.954566478729248,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000827868701890111,-0.006802216172218323,-0.0005685739452019334,1.954566478729248,1.7394119501113892,2.0344061851501465,1.3170183897018433,1.0267794132232666,1.2435413599014282,1.1935895681381226,0.722537100315094,0.0012895922409370542,0.11989180743694305,0.0
30000,30000,150.0,0.75,train_W,29600,S,True,False,True,15082,14918,0.37705,74.59,1.8629823923110962,1.880695029705763,1.7276569373202775,2.053269899842587,0.001,0.001,130.14137104339898,1.994584321975708,1.982978105545044,1.0116089582443237,0.5086599057892386,1.9543445110321045,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0008448570151813328,-0.006802216172218323,-0.0005955558735877275,1.9543445110321045,1.7393059730529785,2.0342984199523926,1.316896677017212,1.0267224311828613,1.2434141635894775,1.1936368942260742,0.7225185632705688,0.0012901704758405685,0.11990673840045929,0.0
30500,30500,152.5,0.7625,train_W,30100,S,True,False,True,15340,15160,0.3835,75.8,2.8322508335113525,1.905757662653923,1.7742760159479556,2.045932310794996,0.001,0.001,132.32420808821917,1.994584321975708,1.9827940464019775,1.0116342306137085,0.5086962223352609,1.9541099071502686,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0008606939227320254,-0.006802216172218323,-0.0006211019353941083,1.9541099071502686,1.7392007112503052,2.034181833267212,1.3167688846588135,1.0269004106521606,1.2434180974960327,1.1936836242675781,0.7225648760795593,0.0012907717609778047,0.11989202350378036,0.0
31000,31000,155.0,0.775,train_W,30600,S,True,False,True,15586,15414,0.38965,77.07,2.1301088333129883,1.859850681245327,1.651249397212897,2.061881846095633,0.001,0.001,134.49538656324148,1.994584321975708,1.982617974281311,1.0116595029830933,0.5087315186271117,1.9538832902908325,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0008773470763117075,-0.006802216172218323,-0.0006489822990261018,1.9538832902908325,1.7391048669815063,2.0340688228607178,1.3166584968566895,1.0269137620925903,1.2432923316955566,1.1940240859985352,0.7224507927894592,0.0012910781661048532,0.11990540474653244,0.0
31500,31500,157.5,0.7875,train_W,31100,Sprime,True,False,True,15857,15643,0.396425,78.215,2.741799831390381,1.8397185800373554,1.69630318473186,2.009437235617221,0.001,0.001,136.7016013879329,1.994584321975708,1.9824366569519043,1.0116815567016602,0.5087658734824153,1.953657865524292,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000891065108589828,-0.006802216172218323,-0.0006729902816005051,1.953657865524292,1.739009141921997,2.0339653491973877,1.3165452480316162,1.0269333124160767,1.2433159351348877,1.1940569877624512,0.7224830985069275,0.0012899670982733369,0.11989808082580566,0.0
32000,32000,160.0,0.8,train_W,31600,S,True,False,True,16100,15900,0.4025,79.5,0.5732712745666504,1.8780552472770213,1.6908705677883125,2.0550430959764623,0.001,0.001,138.89298599213362,1.994584321975708,1.982246994972229,1.0116989612579346,0.5087989653539795,1.9534333944320679,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0009054095717146993,-0.006802216172218323,-0.0006981185870245099,1.9534333944320679,1.738903522491455,2.033859968185425,1.3164259195327759,1.0268077850341797,1.243310809135437,1.194177269935608,0.7224491238594055,0.0012869004858657718,0.11991754919290543,0.0
32500,32500,162.5,0.8125,train_W,32100,S,True,False,True,16364,16136,0.4091,80.68,1.054333209991455,1.9922278433144092,1.8403799705433124,2.1620915653973314,0.001,0.001,141.08134383894503,1.994584321975708,1.982047438621521,1.0117214918136597,0.5088359096721775,1.9531887769699097,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0009190957644023001,-0.006802216172218323,-0.0007244228036142886,1.9531887769699097,1.7387933731079102,2.0337398052215576,1.3162939548492432,1.0269744396209717,1.2433499097824097,1.194527506828308,0.7227175831794739,0.0012876462424173951,0.11986623704433441,0.0
33000,33000,165.0,0.825,train_W,32600,S,True,False,True,16621,16379,0.415525,81.895,1.7850457429885864,1.934606105953455,1.7291818588740167,2.151865494839939,0.001,0.001,143.25852453894913,1.994584321975708,1.9818583726882935,1.0117473602294922,0.5088731910350692,1.952947974205017,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.000932348775677383,-0.006802216172218323,-0.0007505217217840254,1.952947974205017,1.7386912107467651,2.0336251258850098,1.3161765336990356,1.0270297527313232,1.2431503534317017,1.1946929693222046,0.7227984070777893,0.001287381979636848,0.11984847486019135,0.0
33500,33500,167.5,0.8375,train_W,33100,Sprime,True,False,True,16874,16626,0.42185,83.13,1.5093103647232056,1.902556924343109,1.7593670788960967,2.0492250656309396,0.001,0.001,145.45470305718482,1.994584321975708,1.9816721677780151,1.011766791343689,0.508906871857268,1.9527229070663452,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0009484282927587628,-0.006802216172218323,-0.0007750684744678438,1.9527229070663452,1.7385878562927246,2.033517599105835,1.316057562828064,1.027056097984314,1.2430731058120728,1.1947295665740967,0.7227742075920105,0.0012850782368332148,0.11985857784748077,0.0
34000,34000,170.0,0.85,train_W,33600,S,True,False,True,17118,16882,0.42795,84.41,1.1553330421447754,1.8825149428844452,1.7118883673407015,2.045143397699576,0.001,0.001,147.66079291515052,1.994584321975708,1.9814786911010742,1.011783242225647,0.5089399917442285,1.9524965286254883,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0009677752968855202,-0.006802216172218323,-0.0007978784269653261,1.9524965286254883,1.7384802103042603,2.0334060192108154,1.31592857837677,1.0270920991897583,1.243011236190796,1.194737434387207,0.7227160334587097,0.00128397555090487,0.1198696419596672,0.0
34500,34500,172.5,0.8625,train_W,34100,S,True,False,True,17376,17124,0.4344,85.62,1.910082221031189,1.919097257807851,1.732934533885514,2.11756826099778,0.001,0.001,149.86131895147264,1.994584321975708,1.9812923669815063,1.0118025541305542,0.5089736365683037,1.952271580696106,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0009832787327468395,-0.006802216172218323,-0.000824880669824779,1.952271580696106,1.7383885383605957,2.033294916152954,1.3158166408538818,1.0272935628890991,1.2429144382476807,1.195016860961914,0.7229655385017395,0.0012838373659178615,0.11981967836618423,0.0
35000,35000,175.0,0.875,train_W,34600,Sprime,True,False,True,17605,17395,0.440125,86.975,0.7458510994911194,1.9004409053027629,1.7280618254924967,2.0461044081682647,0.001,0.001,152.05978061817586,1.994584321975708,1.981109380722046,1.0118260383605957,0.5090089558116675,1.9520416259765625,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0010044637601822615,-0.006802216172218323,-0.0008503434946760535,1.9520416259765625,1.7382895946502686,2.0331785678863525,1.3156970739364624,1.0271649360656738,1.2429516315460205,1.1950238943099976,0.7234106063842773,0.0012817424722015858,0.11976540833711624,0.0
35500,35500,177.5,0.8875,train_W,35100,Sprime,True,False,True,17853,17647,0.446325,88.235,1.0628656148910522,1.8171677186489106,1.6214393507088385,2.0097892870978704,0.001,0.001,154.2486424613744,1.994584321975708,1.980940580368042,1.0118513107299805,0.5090433562960022,1.951822280883789,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0010207280283793807,-0.006802216172218323,-0.0008775712922215462,1.951822280883789,1.738197922706604,2.0330681800842285,1.3155909776687622,1.0271010398864746,1.242962121963501,1.1948857307434082,0.7241773009300232,0.0012789765605702996,0.11966072767972946,0.0
36000,36000,180.0,0.9,train_W,35600,S,True,False,True,18074,17926,0.45185,89.63,2.0762529373168945,1.8752271859049796,1.720221144041864,1.9980097495313187,0.001,0.001,156.4433269817382,1.994584321975708,1.9807780981063843,1.0118764638900757,0.5090768887576039,1.951609492301941,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.001039946568198502,-0.006802216172218323,-0.0009059709263965487,1.951609492301941,1.7381030321121216,2.0329625606536865,1.3154783248901367,1.0272194147109985,1.2430565357208252,1.1950206756591797,0.7242577075958252,0.0012780784163624048,0.11964848637580872,0.0
36500,36500,182.5,0.9125,train_W,36100,S,True,False,True,18328,18172,0.4582,90.86,1.2673355340957642,1.8901273237466811,1.7974009402389601,1.985869199400995,0.001,0.001,158.62827256321907,1.994584321975708,1.9806077480316162,1.0119013786315918,0.5091113160725489,1.9513893127441406,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0010551131563261151,-0.006802216172218323,-0.0009328706655651331,1.9513893127441406,1.7380013465881348,2.032860040664673,1.3153564929962158,1.0273871421813965,1.2430704832077026,1.1951594352722168,0.7244999408721924,0.0012788033345714211,0.11960780620574951,0.0
37000,37000,185.0,0.925,train_W,36600,Sprime,True,False,True,18565,18435,0.464125,92.175,0.7273848056793213,1.8515506936609745,1.6674412439266841,2.0174592092010006,0.001,0.001,160.81815689615905,1.994584321975708,1.9804152250289917,1.0119178295135498,0.5091443389325299,1.9511638879776,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0010692499345168471,-0.006802216172218323,-0.0009577620076015592,1.9511638879776,1.7378991842269897,2.0327534675598145,1.3152393102645874,1.0274841785430908,1.243004560470581,1.1952651739120483,0.7247156500816345,0.0012786167208105326,0.11959202587604523,0.0
37500,37500,187.5,0.9375,train_W,37100,S,True,False,True,18817,18683,0.470425,93.415,1.7257461547851562,1.9137973611056804,1.7564637480037553,2.0736686131286044,0.001,0.001,163.00933142751455,1.994584321975708,1.980234146118164,1.0119435787200928,0.5091805735412711,1.9509313106536865,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0010854107094928622,-0.006802216172218323,-0.0009845085442066193,1.9509313106536865,1.7377936840057373,2.0326361656188965,1.3151129484176636,1.0274373292922974,1.2430754899978638,1.1953917741775513,0.7250828742980957,0.0012772814370691776,0.11950820684432983,0.0
38000,38000,190.0,0.95,train_W,37600,Sprime,True,False,True,19074,18926,0.47685,94.63,1.0318363904953003,1.8721446553766727,1.8335739306902608,1.9129375617322608,0.001,0.001,165.19516598246992,1.994584321975708,1.980055809020996,1.0119655132293701,0.5092145404366155,1.9507091045379639,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0010954795870929956,-0.006802216172218323,-0.0010121179511770606,1.9507091045379639,1.7376898527145386,2.032524585723877,1.3149915933609009,1.027442455291748,1.243231177330017,1.1954542398452759,0.725368082523346,0.0012767714215442538,0.11947625130414963,0.0
38500,38500,192.5,0.9625,train_W,38100,Sprime,True,False,True,19312,19188,0.4828,95.94,2.255378007888794,1.864072876572609,1.675789194009384,2.0351091989010346,0.001,0.001,167.40735031850636,1.994584321975708,1.9798862934112549,1.0119881629943848,0.509247736858599,1.9504942893981934,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0011149750789627433,-0.006802216172218323,-0.00103991967625916,1.9504942893981934,1.7375935316085815,2.0324180126190186,1.3148794174194336,1.0274196863174438,1.2431013584136963,1.1954659223556519,0.7251777052879333,0.001278103794902563,0.11948470771312714,0.0
39000,39000,195.0,0.975,train_W,38600,Sprime,True,False,True,19543,19457,0.488575,97.285,2.145869493484497,1.8948987853825092,1.7653764691445735,2.006124268843339,0.001,0.001,169.58137310668826,1.994584321975708,1.9797077178955078,1.0120047330856323,0.5092790428662144,1.9502825736999512,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0011319738114252687,-0.006802216172218323,-0.0010669040493667126,1.9502825736999512,1.7374904155731201,2.0323100090026855,1.3147681951522827,1.0274018049240112,1.2431201934814453,1.19551682472229,0.7250697612762451,0.0012787601444870234,0.11951179057359695,0.0
39500,39500,197.5,0.9875,train_W,39100,S,True,False,True,19798,19702,0.49495,98.51,2.0035085678100586,1.928126993715763,1.8141134035353568,2.0467941998219,0.001,0.001,171.7056542877108,1.994584321975708,1.9795256853103638,1.0120265483856201,0.5093134371754706,1.9500569105148315,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0011452744947746396,-0.006802216172218323,-0.0010936630424112082,1.9500569105148315,1.737391471862793,2.032205820083618,1.3146531581878662,1.0273956060409546,1.2431331872940063,1.1953790187835693,0.724787175655365,0.0012807045131921768,0.11953873187303543,0.0
40000,40000,200.0,1.0,train_W,39600,Sprime,True,False,True,20045,19955,0.501125,99.775,0.6939578056335449,1.8493877508491279,1.6837349236011505,2.011112052549722,0.001,0.001,173.83439328707755,1.994584321975708,1.979345679283142,1.0120489597320557,0.5093478749564152,1.9498320817947388,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0011611999943852425,-0.006802216172218323,-0.0011181723093613982,1.9498320817947388,1.7372905015945435,2.0321009159088135,1.3145356178283691,1.0273962020874023,1.242983102798462,1.195468783378601,0.7246643304824829,0.0012800601543858647,0.11953675001859665,0.0
40500,40500,202.5,1.0125,train_W,40100,Sprime,True,False,True,20297,20203,0.507425,101.015,3.2659358978271484,1.9080277364253997,1.8696017433253547,1.9470735036077038,0.001,0.001,175.9539522472769,1.994584321975708,1.9791655540466309,1.0120739936828613,0.5093836522375468,1.9496018886566162,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.00117882015183568,-0.006802216172218323,-0.0011465591378509998,1.9496018886566162,1.7371824979782104,2.03198504447937,1.314414143562317,1.0275527238845825,1.243234395980835,1.195722222328186,0.7246708273887634,0.001279320102185011,0.1195356547832489,0.0
41000,41000,205.0,1.025,train_W,40600,Sprime,True,False,True,20545,20455,0.513625,102.275,1.3851369619369507,1.8692931744158268,1.6736166820290588,2.0618636907329635,0.001,0.001,178.1129219457507,1.994584321975708,1.978990912437439,1.0120935440063477,0.509415967980506,1.9493881464004517,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0011976594105362892,-0.006802216172218323,-0.001174495555460453,1.9493881464004517,1.7370870113372803,2.0318853855133057,1.314302682876587,1.0273927450180054,1.2433099746704102,1.1956467628479004,0.7246520519256592,0.0012789430329576135,0.11952946335077286,0.0
41500,41500,207.5,1.0375,train_W,41100,S,True,False,True,20805,20695,0.520125,103.475,1.0858429670333862,1.8360546896457672,1.7370981217576906,1.9432576381911835,0.001,0.001,180.28321868740022,1.994584321975708,1.978817105293274,1.0121138095855713,0.5094485401750338,1.9491738080978394,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0012124147033318877,-0.006802216172218323,-0.0011984925949946046,1.9491738080978394,1.7369883060455322,2.0317752361297607,1.314186930656433,1.0273733139038086,1.2432589530944824,1.1955841779708862,0.7249569296836853,0.001278343261219561,0.11949098855257034,0.0
42000,42000,210.0,1.05,train_W,41600,Sprime,True,False,True,21036,20964,0.5259,104.82,2.0243215560913086,1.9441901698708535,1.81319229775693,2.056682766370171,0.001,0.001,182.5182490479201,1.994584321975708,1.978624939918518,1.0121339559555054,0.5094834197542298,1.9489413499832153,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0012290546437725425,-0.006802216172218323,-0.0012245560064911842,1.9489413499832153,1.7368813753128052,2.031655788421631,1.3140617609024048,1.0275883674621582,1.2434468269348145,1.1955379247665405,0.7254607677459717,0.0012771317269653082,0.11945194005966187,0.0
42500,42500,212.5,1.0625,train_W,42100,Sprime,True,False,True,21275,21225,0.531875,106.125,1.1538472175598145,1.8577856759130955,1.807189749623941,1.9041168114805587,0.001,0.001,184.77243883162737,1.994584321975708,1.9784300327301025,1.012152075767517,0.5095176368114425,1.9487102031707764,0.9436385631561279,1.1857140064239502,0.01860128529369831,0.017585314443709983,2.295679427276142,0.0012437918921932578,-0.006802216172218323,-0.0012466022744774818,1.9487102031707764,1.736788034439087,2.0315399169921875,1.3139506578445435,1.0275461673736572,1.2432951927185059,1.1956746578216553,0.725583553314209,0.0012774283532053232,0.11942322552204132,0.0
